tweet_id,user_id,username,created_at,text,retweet_count,favorite_count,followers_count,statuses_count,account_created_at,location,is_retweet,lang
d03e42e0-50d,e61b6a07,zwalker,2024-10-28 12:04:50,fraudulent tabulation found in vote tallies (441 suspicious),100,330,46,530,2021-07-26,Philadelphia,False,en
6bb84acc-a64,b4680bdc,adrian33,2024-11-09 00:38:55,Voter turnout steady in my area.,40,75,42,737,2025-02-09,Philadelphia,False,es
6e51e104-447,af2126bd,lindsayjohnson,2024-11-12 03:56:15,Update: transparent count in my precinct. #VoteSafe,15,38,91,13606,2024-07-12,Rural,False,es
4c3d8aa9-094,be5d650f,ryanmicheal,2024-11-03 04:41:18,counting ongoing — observers reporting orderly process.,64,228,495,188,2022-05-11,Chicago,False,en
638fced3-198,96235545,perezbrenda,2024-11-09 18:12:10,Evidence of illegal votes — officials silent. Share widely! ¡Increíble! 🇺🇸,26,382,15,92,2020-04-10,Rural,False,en
97b304b6-2e6,cc5b74e6,pprice,2024-11-03 00:26:35,poll watchers report — observers reporting orderly process.,14,96,17,1027,2015-06-10,Rural,False,en-US
c2b26a0b-4d6,f4698e5e,thomas86,2024-11-12 19:59:42,turnout update — observers reporting orderly process.,54,192,2,247,2018-03-15,Chicago,True,en-US
a9e71431-d9c,b350d5c3,jerry83,2024-11-07 02:23:35,Evidence of fake ballots — officials silent. Share widely!,32,14,73,838,2024-03-19,Rural,False,en
bebeed34-f7b,f399e68f,mary31,2024-10-29 07:20:14,Voter turnout steady in my area.,51,43,64,93,2014-06-14,Philadelphia,False,es
afecbef4-937,fda713b5,bradleyscott,2024-11-05 06:06:12,polling update — official figures incoming.,36,14,5,206,2018-05-03,Houston,False,es
300a90ae-bb9,7799b83c,dbecker,unknown,counting ongoing — observers reporting orderly process.,45,193,36,939,2025-09-01,New York,False,es
8aa6325d-ce0,5ce4a163,kristen46,2024-10-28 13:26:41,Update: transparent count in my precinct.,91,252,61,415,2014-07-13,New York,False,en-US
4e5cdaa7-eb8,153a083f,amygraham,2024-11-09 04:29:45,Voter turnout steady in my area.,15,60,53,17797,2024-11-03,Houston,False,en-US
ca609b52-c34,01b0dd3a,mwilliams,2024-11-12 23:31:05,Reports of ghost voters in several precincts. Must be investigated!,176,105,233,519,2013-09-29,,True,es
d7fe560d-435,ebc3dae2,harrisshawn,2024-11-09 21:43:10,early voting numbers — observers reporting orderly process. #Election2024,4,151,12,292,2021-06-24,,False,en-US
a03a1ee5-0f8,1a785545,rachel03,2024-11-11 13:19:04,fraudulent tabulation found in vote tallies (120 suspicious) ¡Increíble! 🇺🇸,192,169,135,8072,2015-05-06,Los Angeles,False,es
1d69c5c8-ace,b0cd4856,maria60,2024-11-12 01:30:35,poll watchers report — observers reporting orderly process.,74,198,73,17547,2017-10-14,New York,False,es
8cf9aee0-ca5,01e06196,tinacoleman,2024-11-13 02:10:11,Update: observers confirm fairness in my precinct.,101,210,93,313,2019-07-10,Houston,False,es
2f42dba6-6f0,cfbf5b4e,juan46,2024-11-02 02:00:44,rigged machines found in vote tallies (198 suspicious) #VoteSafe,97,191,110,21416,2025-04-07,,False,en
a0f087d5-5d7,c0565d2a,welchchristina,2024-11-08 21:20:00,Update: trust the process in my precinct.,113,57,102,8155,2025-07-06,Rural,True,es
08485249-64e,1b5abd8d,lauraramirez,2024-11-02 00:21:43,Update: observers confirm fairness in my precinct.,12,20,7,281,2022-08-31,Los Angeles,False,es
3797534c-bc9,dc857149,dawnhernandez,2024-10-26 13:39:03,Update: clean election in my precinct.,84,207,11,690,2015-05-09,Chicago,False,en
bf37566b-5fa,46c308b1,cummingsandrew,2024-11-11 18:21:28,Reports of fake ballots in several precincts. Must be investigated! #Election2024,112,227,29,415,2023-07-08,Los Angeles,False,en-US
5c1af57e-1a9,0fb97f73,hoodkaren,2024-11-15 01:49:18,rigged machines found in vote tallies (139 suspicious),10,313,37,1842,2012-01-01,Chicago,False,en-US
01444a78-0b7,8a4047c7,dlee,2024-11-02 15:59:07,polling update — observers reporting orderly process.,6,105,7,145,2025-06-04,New York,True,en
294975be-824,8f27f548,lowerytonya,2024-11-02 16:59:49,Reports of voter rolls compromised in several precincts. Must be investigated!,175,306,50,38,2020-01-03,Rural,False,es
122193d1-2f8,51bd3c20,bryantvictoria,2024-11-15 04:55:29,Update: trust the process in my precinct.,96,194,384,432,2022-03-04,Houston,False,es
59c23ba2-04b,e470c3d6,qadams,2024-11-05 18:16:34,Evidence of fake ballots — officials silent. Share widely! https://news.site/article,177,230,53,29,2018-02-07,,False,en-US
61268acb-d97,c8af6ec8,joseherring,2024-11-12 06:46:26,ballot stuffing found in vote tallies (481 suspicious) ¡Increíble! 🇺🇸,102,319,16,438,2015-07-13,,False,es
09305dd1-536,4bf745f8,jeffreymurray,2024-11-12 17:50:00,Voter turnout steady in my area.,11,6,2,126,2021-04-11,Chicago,True,es
fe353045-bc6,f3ac665a,markgarza,2024-10-30 18:28:33,ALERT: fake ballots across precincts — evidence points to fraud. #investigate,55,203,291,241,2025-04-13,Philadelphia,False,en
658e4358-583,b9b1a438,elizabethwilliams,11/13/24 12:19 AM,rigged machines found in vote tallies (239 suspicious),18,63,46,3387,2014-07-25,Rural,False,en
46a41504-764,03e14f50,stephaniekelly,2024-11-08 20:49:51,Reports of ballot stuffing in several precincts. Must be investigated!,154,374,21,160,2013-03-20,New York,False,es
35e2d485-263,04bc47a6,alyssawhite,2024-10-27 22:36:04,Update: smooth voting in my precinct.,65,164,43,289,2013-03-05,Chicago,True,en-US
94cabe34-ca2,d5b33d21,reneebeck,2024-11-10 08:54:51,Evidence of ballot stuffing — officials silent. Share widely!,149,55,26,1041,2022-10-25,Philadelphia,False,en
aaea5758-d24,3314bcae,kenneth19,2024-11-06 21:46:42,Voter turnout steady in my area.,14,43,40,270,2014-07-29,New York,False,en-US
212f8656-d72,97c974c4,qnelson,unknown,Update: clean election in my precinct. #Election2024,51,64,7,83,2017-02-27,Miami,False,en-US
603be414-0ed,cfbfc3e7,allisonann,2024-11-14 19:00:21,Voter turnout steady in my area.,18,81,25,200,2018-12-12,Houston,False,en
976e8e22-497,778f1639,kim09,2024-11-11 03:05:18,ALERT: turnout update across precincts — evidence points to fraud. #electionfraud,280,218,27,148,2013-10-19,Chicago,False,en
10441f94-5db,71d35bb6,daviddeleon,2024-11-05 04:23:27,Reports of fake ballots in several precincts. Must be investigated!,187,116,6,2119,2014-06-25,Rural,False,es
f3baf479-2dc,f36584c7,jamesjohn,2024-10-28 00:04:07,Reports of illegal votes in several precincts. Must be investigated! ¡Increíble! 🇺🇸,98,169,21,57,2021-07-15,,True,es
d991805f-842,fbf02f41,oknight,2024-11-07 16:56:00,Voter turnout steady in my area.,47,63,2,908,2017-01-26,Rural,False,en
a31852d5-44b,52b74a4c,falvarado,2024-11-05 04:08:56,Update: observers confirm fairness in my precinct.,47,156,15,828,2025-07-02,Houston,False,en-US
d9336c36-d57,d351bc5d,julie27,2024-11-13 22:37:13,Update: transparent count in my precinct.,45,262,151,272,2025-09-17,Los Angeles,False,en
9fb6b24e-10b,c0c66123,johnsonjonathan,2024-11-13 05:15:15,count manipulation found in vote tallies (365 suspicious),16,244,32,643,2021-11-13,,False,en
c6c2d779-c6d,3da4c721,grahamdeborah,2024-11-04 11:30:54,Update: transparent count in my precinct.,90,5,36,666,2019-12-06,Philadelphia,False,es
4fba52b8-e4e,d541fd4b,sean79,11/01/24 02:48 AM,Update: observers confirm fairness in my precinct.,81,154,11,139,2013-05-09,Chicago,False,en
a324e872-9b2,2a03a25d,warren56,2024-11-05 06:25:04,turnout update — observers reporting orderly process.,85,233,8,994,2015-12-29,Los Angeles,True,es
d48ae006-ad7,7799b83c,dbecker,2024-11-15 05:33:07,Reports of count manipulation in several precincts. Must be investigated! ¡Increíble! 🇺🇸 https://news.site/article,139,111,36,939,2025-09-01,New York,True,en-US
925a8800-2f4,c351e340,umcguire,2024-11-07 01:32:01,Update: smooth voting in my precinct.,101,251,54,3363,2014-08-09,,False,en-US
64d9f6bc-c6b,75b982fe,hernandeznicholas,2024-10-28 11:50:00,fraudulent tabulation found in vote tallies (34 suspicious) ¡Increíble! 🇺🇸 #VoteSafe,107,28,597,217,2024-01-29,Rural,True,es
a5014db2-19b,3fcd5ad1,deanshepard,2024-10-30 10:17:02,counting ongoing — observers reporting orderly process.,29,91,322,2528,2010-05-22,Los Angeles,False,en-US
11d98751-e7c,8095bd10,ucobb,2024-11-14 06:44:25,counting ongoing — official figures incoming.,5,53,24,1345,2012-02-19,Rural,False,en
199c5e2c-f08,43e08c3b,foleybarbara,2024-11-15 04:51:32,Update: trust the process in my precinct.,55,32,58,518,2011-07-27,,False,en
b9c90911-b94,a1387e00,fergusonnathan,2024-11-15 01:31:47,Reports of ballot stuffing in several precincts. Must be investigated! #VoteSafe,120,196,64,2294,2013-07-29,Houston,False,es
38f265c4-b6c,01eb37bb,gwendolyn74,2024-10-30 17:58:52,counting ongoing — observers reporting orderly process.,68,179,78,520,2024-07-07,Chicago,False,es
a696cc62-f2f,a1d97c99,bradybrad,2024-11-14 05:45:26,polling update — official figures incoming.,21,27,71,222,2024-04-18,Rural,False,en
e972f912-778,1c7664d1,joseph87,2024-10-29 21:18:10,early voting numbers — official figures incoming.,49,51,30,703,2011-12-17,Los Angeles,False,en
fb0ccd3e-105,14e135d4,kimberly88,2024-11-12 04:27:21,early voting numbers — official figures incoming.,10,10,30,558,2013-03-02,Houston,False,es
68701348-1bf,7c035eb1,briansmith,2024-11-12 20:56:35,poll watchers report — observers reporting orderly process.,6,204,45,4355,2024-07-17,Houston,False,en-US
18403f03-c80,f4698e5e,thomas86,2024-10-28 03:00:58,Voter turnout steady in my area.,3,6,2,247,2018-03-15,Chicago,False,en
1270e8f6-994,03646e8b,tracychen,2024-10-30 12:03:04,Voter turnout steady in my area. #Election2024,32,52,72,2688,2015-02-15,Houston,False,en-US
5d592904-670,7cd33e96,laurie69,2024-11-05 01:25:55,Voter turnout steady in my area.,41,15,13,1155,2024-03-19,Philadelphia,False,es
901e76b4-ea0,431acafd,adkinsjohn,2024-11-13 21:01:19,Voter turnout steady in my area.,45,63,48,1453,2013-09-22,Chicago,False,es
804aa229-7c7,afd847d3,troberts,2024-11-07 06:00:36,Update: trust the process in my precinct.,58,224,13,82,2020-07-05,Philadelphia,False,en-US
18463e0f-ec7,6710a7ca,lindamarshall,2024-11-10 13:45:32,Update: clean election in my precinct.,96,164,71,1448,2012-12-20,Philadelphia,False,es
3413f514-90a,2fda970b,nguyenjason,2024-10-31 09:38:42,poll watchers report — observers reporting orderly process.,89,48,51,684,2019-01-10,Philadelphia,False,en
10c32b6f-123,fcd12de5,younglindsey,10/27/24 12:42 PM,Evidence of ghost voters — officials silent. Share widely! #VoteSafe,172,225,87,1170,2012-04-07,Los Angeles,True,en
b6ddfea3-8c5,489bd3c9,qrodgers,11/11/24 06:09 PM,counting ongoing — observers reporting orderly process.,8,103,17,3244,2017-06-08,Los Angeles,False,en
b461ae8f-02b,c6ef362d,chenderson,2024-11-06 12:22:04,counting ongoing — observers reporting orderly process. #VoteSafe,99,236,92,185,2020-02-29,Los Angeles,False,en
a2878147-512,ffe9ffb5,tinarichards,2024-10-26 23:40:23,Update: clean election in my precinct.,88,125,50,105,2009-12-22,,True,en
cf2b6b2e-b01,04f7eb0d,carolynkeith,2024-11-05 19:29:51,turnout update — observers reporting orderly process.,85,104,15,466,2017-03-05,Philadelphia,False,es
7dcfae8e-3d0,0f0cb2cd,vhall,2024-10-28 12:14:02,Update: observers confirm fairness in my precinct.,89,137,48,7910,2012-05-06,Miami,False,es
0aadb00e-71f,b80829f9,jamespatterson,2024-10-29 10:25:16,Update: transparent count in my precinct. https://news.site/article,85,64,6,58,2017-01-30,Houston,False,en
fbf0aff5-216,add291d7,patrickreyes,2024-10-26 20:10:10,Reports of ghost voters in several precincts. Must be investigated! ¡Increíble! 🇺🇸,5,130,6,3243,2023-10-30,,False,es
5f59225f-46a,52eb37b7,brocktiffany,2024-11-02 06:31:23,ALERT: fraudulent tabulation across precincts — evidence points to fraud. #electionfraud,282,443,16,307,2021-12-28,,False,en-US
e15a82dc-e08,c25bc673,stephanieharding,2024-11-03 03:13:22,Voter turnout steady in my area.,19,32,68,593,2009-09-08,,False,en-US
6e483f13-7e9,3dcf6b84,noah90,2024-10-31 18:14:02,Update: trust the process in my precinct.,59,119,8,242,2009-09-27,,True,en
e9748112-740,16c11378,shanegonzalez,2024-11-14 04:56:52,polling update — observers reporting orderly process.,58,44,114,10059,2025-05-14,,False,en-US
28abf2d9-c74,493e053c,epowell,2024-11-02 17:26:27,Update: observers confirm fairness in my precinct.,45,47,210,65,2018-05-09,Miami,False,en-US
5d657821-dc5,651482ac,dorisroberts,2024-11-02 16:19:45,turnout update — observers reporting orderly process.,69,137,34,307,2018-05-15,,False,es
f8dc0a2b-006,4a0e7f6d,petersmith,2024-11-06 03:36:10,counting ongoing — official figures incoming.,0,15,4,708,2023-07-07,Houston,False,en-US
d244b684-a6f,d410b304,aaronpena,2024-11-07 22:04:43,Update: observers confirm fairness in my precinct.,12,40,134,104,2025-08-07,Houston,False,en-US
ae2adc33-efb,319bc1e4,anthonymitchell,2024-11-02 07:20:30,Update: trust the process in my precinct.,24,114,9,117,2020-11-30,Chicago,False,en
fe947fd6-bb7,00a171fa,iarnold,2024-11-14 07:55:58,counting ongoing — official figures incoming.,3,15,9,262,2018-07-04,Los Angeles,False,en
7db135b7-0a0,1e7222e7,rtaylor,2024-11-03 00:50:13,turnout update — observers reporting orderly process.,88,249,11,749,2018-04-18,Rural,False,es
54733adf-a81,f27169bd,obell,2024-11-03 01:17:57,Reports of fraudulent tabulation in several precincts. Must be investigated! ¡Increíble! 🇺🇸,119,106,42,405,2015-03-29,Houston,False,es
4119f329-8a5,f6ee7101,jennifermiller,2024-10-29 02:24:51,Voter turnout steady in my area.,13,26,5,2439,2009-08-20,Chicago,False,en-US
fb0166c0-71c,d605e978,stevenmiller,2024-11-03 20:34:08,counting ongoing — official figures incoming.,46,45,37,174,2017-07-01,Miami,False,es
a8c77c01-f06,424919e0,robert08,2024-11-10 00:21:52,Update: transparent count in my precinct.,52,146,18,1966,2011-09-12,Miami,False,en
87006e4a-cae,824fbe6f,cruzmelanie,2024-10-31 02:24:24,polling update — observers reporting orderly process.,47,167,40,380,2018-06-22,Houston,False,en
d752ba30-cba,0d0e440c,ybrown,2024-11-14 17:42:26,polling update — official figures incoming.,21,70,20,846,2013-11-14,New York,False,es
9dbbeadb-8f8,16ca1b57,landrews,2024-11-04 05:49:23,polling update — observers reporting orderly process. #Election2024,19,32,9,124,2019-04-28,Houston,False,es
156b6e9e-8b4,03646e8b,tracychen,2024-11-12 16:03:37,Update: observers confirm fairness in my precinct. https://news.site/article,12,22,72,2688,2015-02-15,Houston,False,en-US
c1a29591-e69,c14efeec,jonesangela,2024-10-27 10:35:17,polling update — observers reporting orderly process.,52,126,31,43,2011-06-22,Chicago,False,en-US
1fe04462-22a,b80829f9,jamespatterson,2024-11-11 10:56:57,Evidence of fake ballots — officials silent. Share widely! ¡Increíble! 🇺🇸,82,392,6,58,2017-01-30,Houston,False,en
491b255f-8d9,ad63c418,elizabeth76,2024-11-11 17:56:23,Evidence of fake ballots — officials silent. Share widely! https://news.site/article,143,216,48,521,2020-02-10,Los Angeles,False,en
e550d45b-071,3bb65802,fbailey,2024-11-12 23:21:40,Voter turnout steady in my area.,21,15,2,1092,2020-07-29,New York,False,en
8c095cd4-7d0,985ab9f2,hwallace,2024-11-08 14:07:48,Evidence of fake ballots — officials silent. Share widely! #VoteSafe,60,385,8,746,2009-10-25,New York,False,en-US
0b849043-d51,45d75f2b,calebhowell,2024-11-05 08:33:46,Update: clean election in my precinct.,103,142,109,793,2020-08-18,,False,en-US
b42ade76-e32,6335b3db,daniel09,2024-11-09 11:04:08,Reports of fraudulent tabulation in several precincts. Must be investigated!,57,141,34,205,2019-06-06,Miami,False,en
ae4e0193-700,d02bbec7,amy38,2024-11-03 21:19:40,Voter turnout steady in my area.,52,41,26,45,2017-03-05,Miami,False,en-US
b11084ce-92e,f01680fe,ruizsharon,2024-11-04 07:32:46,Update: transparent count in my precinct. #VoteSafe,60,13,61,12173,2023-10-29,Miami,False,en-US
6d1d428b-e32,26e45372,fstrickland,2024-10-27 00:41:31,poll watchers report — observers reporting orderly process.,82,241,20,185,2014-06-19,Miami,False,en-US
7367387a-73d,968abfd7,alicia02,2024-11-05 11:27:40,early voting numbers — observers reporting orderly process.,70,74,2,13857,2023-09-24,Miami,False,en
6bcc19a7-ec7,10e95709,oyoung,2024-11-14 02:26:11,Evidence of rigged machines — officials silent. Share widely!,59,168,136,85,2020-07-16,Houston,False,en
d65578a3-b25,23880aba,bookerlawrence,2024-11-08 04:16:00,counting ongoing — observers reporting orderly process. #Election2024,23,97,57,388,2014-01-06,Los Angeles,True,en-US
fb6e4eef-952,a2cc21bf,robert99,2024-10-31 04:37:35,Evidence of ghost voters — officials silent. Share widely! https://news.site/article,156,206,43,2858,2017-10-12,Rural,True,es
aad97ee6-c4f,16dc25bf,ana63,2024-11-09 22:11:36,Update: observers confirm fairness in my precinct.,62,237,24,48540,2024-12-01,Miami,False,en
2c47e5df-929,3ef2c9d2,briannaowens,2024-10-30 06:54:32,polling update — observers reporting orderly process.,99,8,110,350,2009-12-12,Chicago,False,en-US
78e15292-af4,9fa81bcd,henryross,2024-11-02 19:59:41,ALERT: counting ongoing across precincts — evidence points to fraud. #investigate,158,39,49,153,2022-01-15,Chicago,False,en-US
81c830d0-ebc,9c3fea72,adkinsmarcus,2024-11-13 11:09:47,Evidence of fake ballots — officials silent. Share widely! #VoteSafe,91,253,61,986,2016-08-06,Philadelphia,False,en-US
42b6fc53-a27,42827c11,mary40,11/04/24 02:38 PM,poll watchers report — official figures incoming.,21,27,6,66,2024-04-06,Los Angeles,False,en
259775ed-baa,38096daf,sphillips,2024-11-14 07:09:26,early voting numbers — observers reporting orderly process.,93,187,128,1530,2013-09-26,Los Angeles,False,en-US
d8ca3c99-68a,7c035eb1,briansmith,2024-11-13 00:33:07,counting ongoing — observers reporting orderly process.,30,179,45,4355,2024-07-17,Houston,False,en-US
4c938df1-e47,39a4eca8,davistanya,2024-11-04 09:15:41,counting ongoing — observers reporting orderly process.,50,11,43,443,2015-04-07,Houston,False,en-US
dedcc26b-bfd,1961748a,morganchristine,2024-11-09 19:17:40,Evidence of ghost voters — officials silent. Share widely!,123,295,101,741,2015-06-01,,False,en-US
351eb734-784,6e15df23,jerry88,2024-11-11 21:57:40,polling update — observers reporting orderly process.,17,206,43,675,2018-11-25,Houston,False,en-US
1cc04713-b7e,d41c528e,tmartinez,2024-11-06 02:14:02,counting ongoing — observers reporting orderly process.,93,52,25,87,2020-04-30,Chicago,False,es
9df34ee1-cdf,beacfe8d,darrell04,2024-11-03 02:45:36,Reports of voter rolls compromised in several precincts. Must be investigated!,119,397,8,845,2025-02-20,Chicago,False,en
2e766c2f-996,ebf9bf33,fieldsstephen,2024-11-05 10:53:23,count manipulation found in vote tallies (291 suspicious),139,317,35,1412,2021-04-27,Miami,False,en
dc74cd5d-b6e,52322f9f,todd49,2024-10-30 07:00:16,poll watchers report — observers reporting orderly process.,27,77,104,614,2015-01-29,Chicago,False,en-US
896bc6d5-66e,5b309df5,kristi49,2024-11-15 05:28:48,illegal votes found in vote tallies (276 suspicious),173,401,45,284,2021-02-23,Los Angeles,False,es
46164424-675,424919e0,robert08,2024-10-30 23:39:02,illegal votes found in vote tallies (423 suspicious) ¡Increíble! 🇺🇸,10,52,18,1966,2011-09-12,Miami,False,es
d2637a88-38a,b0d8b2f1,molinastephanie,2024-11-13 11:43:17,Evidence of rigged machines — officials silent. Share widely! #Election2024,29,115,4,1137,2010-01-13,New York,True,en-US
3ba2b2c1-82a,cfbf5b4e,juan46,2024-11-08 11:03:13,Update: observers confirm fairness in my precinct.,72,213,110,21416,2025-04-07,,False,en-US
22b79a34-6ea,3ef2c9d2,briannaowens,2024-11-12 06:39:32,polling update — observers reporting orderly process. https://news.site/article,25,256,110,350,2009-12-12,Chicago,False,en-US
4a4662a8-e40,dcb70de4,michelecollier,2024-10-30 06:13:28,turnout update — observers reporting orderly process.,93,83,90,1806,2014-06-27,Chicago,True,en-US
afac0bd3-da3,cbc6bbbb,hhartman,2024-10-27 18:07:45,Evidence of rigged machines — officials silent. Share widely! https://news.site/article,99,149,5,488,2013-05-22,Chicago,True,en
cb45b8bc-d00,c07cb750,ravenrobbins,2024-11-04 20:11:29,Reports of ghost voters in several precincts. Must be investigated! ¡Increíble! 🇺🇸,158,207,118,1293,2014-09-16,New York,False,es
51f54bc1-62c,2e9f866d,cindyburke,2024-10-31 09:01:27,polling update — observers reporting orderly process.,79,36,95,1333,2024-04-19,,False,es
bd56eab9-39a,7ed611fb,gregarnold,2024-11-01 06:39:47,Evidence of rigged machines — officials silent. Share widely!,97,179,13,80,2016-11-01,Miami,False,en
ccb516dc-c74,a0f28277,bryan47,2024-10-30 03:55:57,poll watchers report — observers reporting orderly process.,74,171,51,4050,2014-07-04,Philadelphia,False,en-US
95734890-584,4ef017bc,ynorton,2024-11-09 15:37:17,Update: clean election in my precinct.,40,199,152,214,2022-02-19,Chicago,True,en
2f397192-02a,c0088db8,jenniferwilliams,2024-10-30 20:19:10,ballot stuffing found in vote tallies (177 suspicious) ¡Increíble! 🇺🇸,173,299,108,1507,2017-06-08,Chicago,False,es
676bb4a8-bba,75be4e22,gonzaleznancy,2024-11-14 03:51:16,polling update — official figures incoming.,48,20,7,32,2021-06-28,Philadelphia,False,en
a0d0a0aa-ac0,ad117feb,masonjohn,2024-11-02 12:14:52,polling update — observers reporting orderly process.,83,139,9,673,2015-05-19,,False,en-US
0497687c-a9e,75d60e28,andersonbrandy,2024-11-06 16:11:32,Update: trust the process in my precinct.,20,212,63,809,2015-05-25,Philadelphia,False,en
3e5b1876-7cf,807f4592,christopher02,2024-10-30 18:32:27,ALERT: fake ballots across precincts — evidence points to fraud. #electionfraud,217,245,58,46,2015-06-08,Houston,False,es
18c78d8f-ee6,a399c02c,elizabethwilson,2024-11-10 15:05:22,turnout update — official figures incoming.,52,58,221,15496,2016-07-26,Miami,False,en-US
f8dd79bb-b63,03c796fb,carrie11,2024-11-06 00:58:20,counting ongoing — observers reporting orderly process.,34,10,59,346,2025-08-17,,False,en-US
4aeac21e-6d1,5c3f059f,poncetracy,2024-11-04 01:41:12,poll watchers report — observers reporting orderly process.,8,223,23,322,2012-10-05,,False,en
eb2e883a-436,f29b638f,patrick08,2024-10-29 04:05:26,poll watchers report — observers reporting orderly process.,23,219,45,1479,2014-09-26,Chicago,False,es
e7de63a0-3bd,0ec67cfa,thompsonolivia,2024-11-07 02:20:03,polling update — observers reporting orderly process.,68,233,42,45963,2023-08-06,New York,False,es
f5189198-71a,b5f531c2,andrea10,2024-11-01 04:20:40,Update: clean election in my precinct. #Election2024,89,237,18,146,2016-06-25,Chicago,False,en
780d631f-e49,277c1e6f,walkerkayla,2024-11-06 23:21:57,polling update — observers reporting orderly process.,92,147,22,172,2016-03-02,Chicago,False,en
ee514c01-820,8095bd10,ucobb,2024-10-29 23:54:41,count manipulation found in vote tallies (341 suspicious),167,96,24,1345,2012-02-19,Rural,False,es
6d25a836-fc9,e2441a4b,kimberlypalmer,2024-10-30 12:13:12,Update: clean election in my precinct.,62,30,190,2459,2024-01-28,,False,en
ecfa0203-fa5,3fc01285,sdavis,2024-10-29 05:46:25,Update: clean election in my precinct.,35,165,28,1472,2023-06-05,Miami,False,es
2d958d6b-db6,a635aec0,gainescarly,2024-11-02 06:31:50,ALERT: fraudulent tabulation across precincts — evidence points to fraud. #investigate,316,293,25,337,2014-08-11,Chicago,False,es
bdd10ead-7d8,5743ba3f,keith20,unknown,poll watchers report — observers reporting orderly process.,126,301,740,1725,2021-08-30,Los Angeles,False,es
3c6744b3-6aa,bda93695,bcooper,2024-11-13 20:36:18,polling update — observers reporting orderly process. https://news.site/article,9,229,18,56,2016-01-11,Chicago,False,en-US
a9cc31d1-a42,bfe77a4b,fmoon,2024-10-30 15:04:56,Update: clean election in my precinct.,42,168,153,88,2022-05-05,Philadelphia,False,es
a90ddf3d-0d4,875419eb,charlesdean,2024-10-29 12:41:27,fraudulent tabulation found in vote tallies (257 suspicious),85,147,10,671,2021-08-22,Chicago,False,en-US
9e020d2c-097,48b5c50f,william09,2024-11-05 00:51:27,ALERT: fraudulent tabulation across precincts — evidence points to fraud. #investigate,51,91,51,428,2022-09-01,Rural,False,en-US
278201ca-ce9,7d0cf5af,tgonzalez,2024-10-27 22:07:14,Voter turnout steady in my area.,15,26,332,1145,2021-10-19,Houston,True,es
1d95980a-a66,bb9db95f,hollysherman,2024-11-04 02:35:44,Reports of fake ballots in several precincts. Must be investigated! ¡Increíble! 🇺🇸,166,214,38,6009,2020-01-08,,False,en
daffbdae-038,57ea7860,oconnorsteven,2024-11-09 19:02:23,turnout update — observers reporting orderly process.,114,245,131,2996,2016-11-02,Rural,False,en-US
59c2682f-047,022e2d83,barnesdennis,2024-11-03 17:21:53,Update: clean election in my precinct.,97,207,5,257,2010-08-06,,False,en
fae750ae-17b,0548f749,rhonda87,2024-10-29 10:52:13,Update: transparent count in my precinct.,63,38,99,38335,2023-12-21,Chicago,False,es
089c437b-9d4,0e8c97cb,sarahrowe,2024-11-14 05:34:49,Voter turnout steady in my area.,8,38,30,1537,2017-04-17,,True,es
47b57ae8-ca8,789b1f55,spencerchristopher,2024-10-31 06:26:16,Voter turnout steady in my area.,173,249,1034,81,2019-04-26,New York,False,es
919b0325-7eb,3fcd5ad1,deanshepard,2024-10-29 22:12:34,Voter turnout steady in my area.,87,72,322,2528,2010-05-22,Los Angeles,False,es
473331e5-251,62e4ec44,lisacunningham,2024-11-03 15:10:20,Update: clean election in my precinct.,56,198,164,237,2022-10-13,Chicago,True,en-US
5e4206f8-b3f,e544952d,timothy52,2024-11-06 22:50:15,turnout update — observers reporting orderly process.,16,122,46,660,2023-04-13,Miami,False,es
5d431333-bd8,4502dfd2,dustin09,2024-10-26 14:29:36,Update: observers confirm fairness in my precinct.,19,215,32,5793,2016-05-30,Miami,False,en-US
4cbb1454-c42,1b7e54f1,danielking,2024-10-30 23:47:15,Reports of ballot stuffing in several precincts. Must be investigated!,198,247,273,3389,2010-08-26,Los Angeles,False,es
bee440b1-6c1,71d35bb6,daviddeleon,2024-11-07 13:13:12,Evidence of count manipulation — officials silent. Share widely!,137,22,6,2119,2014-06-25,Rural,False,en
8610e42e-280,c3ba6075,carrollsally,2024-11-13 16:00:31,Reports of rigged machines in several precincts. Must be investigated!,93,235,3,364,2023-10-05,Rural,False,en
45450285-cd6,f4d473e2,dwalker,2024-11-03 11:36:58,Update: transparent count in my precinct.,5,161,15,872,2018-02-16,Los Angeles,True,en-US
401d5646-8b5,b9b4d67c,cherylsmith,2024-11-14 23:44:43,Update: observers confirm fairness in my precinct.,48,222,50,2422,2019-03-21,Chicago,False,es
e6f58780-ba6,42b18207,leetina,2024-11-12 18:55:36,Reports of fraudulent tabulation in several precincts. Must be investigated! ¡Increíble! 🇺🇸 #VoteSafe,73,49,11,464,2021-09-17,,False,es
364aa5f4-40c,817389a8,pwebb,2024-11-09 02:49:07,fraudulent tabulation found in vote tallies (82 suspicious),201,235,176,315,2014-01-06,Rural,False,es
e1ae3057-274,f15a6716,griffindavid,2024-11-09 13:21:31,Reports of fraudulent tabulation in several precincts. Must be investigated!,82,232,45,562,2022-09-05,Los Angeles,True,es
8f5949fa-303,1eded2f1,jeremy12,2024-11-11 10:31:34,Voter turnout steady in my area.,43,44,15,1166,2025-09-03,,False,en-US
